words,2019/11/1,2019/10/1,2019/9/1,2019/8/1,2019/7/1,2019/6/1,2019/5/1,2019/4/1,2019/3/1,2019/2/1,2019/1/1,2018/12/1,2018/11/1,2018/10/1,2018/9/1,2018/8/1,2018/7/1,2018/6/1,2018/5/1,2018/4/1,2018/3/1,2018/2/1,2018/1/1,2017/12/1,2017/11/1,2017/10/1,2017/9/1,2017/8/1,2017/7/1,2017/6/1,2017/5/1,2017/4/1,2017/3/1,2017/2/1,2017/1/1,2016/12/1,2016/11/1,2016/10/1,2016/9/1,2016/8/1,2016/7/1,2016/6/1,2016/5/1,2016/4/1,2016/3/1,2016/2/1,2016/1/1,2015/12/1,2015/11/1,2015/10/1,2015/9/1,2015/8/1,2015/7/1,2015/6/1,2015/5/1,2015/4/1,2015/3/1,2015/2/1,2015/1/1,2014/12/1,2014/11/1,2014/10/1,2014/9/1,2014/8/1,2014/7/1,2014/6/1,2014/5/1,2014/4/1,2014/3/1,2014/2/1,2014/1/1,2013/12/1,2013/11/1,2013/10/1,2013/9/1,2013/8/1,2013/7/1,2013/6/1,2013/5/1,2013/4/1,2013/3/1,2013/2/1,2013/1/1,2012/12/1,2012/11/1,2012/10/1,2012/9/1,2012/8/1,2012/7/1,2012/6/1,2012/5/1,2012/4/1,2012/3/1,2012/2/1,2012/1/1,2011/12/1,2011/11/1,2011/10/1,2011/9/1,2011/8/1,2011/7/1,2011/6/1,2011/5/1,2011/4/1,2011/3/1,2011/2/1,2011/1/1,2010/12/1,2010/11/1,2010/10/1,2010/9/1,2010/8/1,2010/7/1,2010/6/1,2010/5/1,2010/4/1,2010/3/1,2010/2/1,2010/1/1,2009/12/1,2009/11/1,2009/10/1,2009/9/1,2009/8/1,2009/7/1,2009/6/1,2009/5/1,2009/4/1,2009/3/1,2009/2/1,2009/1/1,2008/12/1,2008/11/1,2008/10/1,2008/9/1,2008/8/1,2008/7/1,2008/6/1,2008/5/1,2008/4/1,2008/3/1,2008/2/1,2008/1/1,2007/12/1,2007/11/1,2007/10/1,2007/9/1,2007/8/1,2007/7/1,2007/6/1,2007/5/1,2007/4/1,2007/3/1,2007/2/1,2007/1/1
"('even',)",23.28289,7.77001,8.14111,10.9589,11.5307,13.32623,8.19224,13.92758,11.03448,5.31632,21.8162,11.24227,10.92896,10.90215,16.02136,19.67951,14.12828,6.00962,5.76868,8.62565,14.45922,11.42857,30.10235,3.05998,12.35712,9.44287,9.2908,15.94896,9.3985,12.65823,12.96596,0,16.13944,9.77517,17.18804,10.07388,6.97593,7.01262,3.77644,3.99042,8.13339,17.2117,4.39947,14.74201,4.98753,4.68384,0,4.78698,4.97265,5.11247,0,4.9554,5.01756,5.10204,5.10725,4.93097,0,4.84262,10.0553,5.08388,4.86381,5.20021,9.42951,10.6553,10.31992,5.16796,0,0,5.02008,4.91642,4.90196,0,16.06856,9.37207,0,0,0,10.68947,0,19.20307,0,0,5.11247,0,18.11594,5.72738,30.04808,11.6144,11.56069,6.11995,0,5.97015,12.20256,21.9539,18.43884,11.12347,0,5.88928,0,5.81395,17.86778,24.39024,0,6.25,5.43478,0,12.36858,6.10128,12.02646,6.38978,0,6.06061,6.52316,0,0,0,5.94884,12.21001,0,6.10501,12.08459,0,0,0,7.11744,6.59196,0,0,6.44745,0,14.61988,6.21504,12.32286,7.08215,6.49773,0,0,0,6.87758,0,0,7.16332,7.07714,0,0,7.05716,0,0,0,0,0,0,0,0,0
"('gm',)",3.88048,7.77001,10.85482,0,0,0,2.73075,0,2.75862,0,0,5.62114,2.73224,0,0,2.81136,0,0,2.88434,0,0,0,0,3.05998,0,0,0,3.18979,0,0,0,0,6.45578,0,6.87521,0,0,0,0,3.99042,4.06669,0,0,9.82801,0,0,4.8852,0,0,5.11247,9.56023,0,0,0,0,4.93097,4.87567,14.52785,10.0553,0,0,5.20021,0,0,15.47988,5.16796,10.34661,40.60914,0,0,0,10.09082,0,0,4.91159,0,9.80392,0,0,4.80077,0,10.08065,5.11247,0,12.07729,0,0,5.8072,0,0,0,0,0,0,0,0,5.44662,0,0,0,0,6.09756,6.30517,0,0,0,6.18429,0,72.15875,0,0,24.24242,0,5.96659,0,7.19942,0,0,6.99301,6.10501,6.0423,7.02741,0,0,21.35231,32.95979,0,6.2422,25.78981,6.36943,21.92982,12.43008,24.64572,0,6.49773,6.90131,14.33692,14.14427,0,0,6.82128,7.16332,7.07714,0,0,0,15.17451,0,0,0,6.32111,0,12.63424,40.40404,6.09013
"('auto',)",15.52192,3.885,0,2.73973,5.76535,2.66525,8.19224,19.49861,11.03448,2.65816,13.63512,2.81057,5.46448,5.45108,2.67023,5.62272,5.65131,0,5.76868,0,5.78369,0,0,0,3.08928,3.14762,3.09693,0,0,0,3.24149,6.27353,3.22789,0,6.87521,0,0,7.01262,0,0,0,8.60585,0,4.914,14.96259,9.36768,4.8852,9.57396,4.97265,10.22495,0,0,5.01756,5.10204,0,0,9.75134,9.68523,0,15.25165,4.86381,0,4.71476,5.32765,5.15996,0,0,5.07614,10.04016,19.66568,4.90196,5.04541,0,0,19.64637,0,4.90196,0,0,0,4.93827,0,5.11247,5.07099,18.11594,0,0,5.8072,0,0,0,5.97015,0,5.48847,24.58513,0,0,11.77856,6.10874,0,11.91185,0,6.30517,6.25,0,5.62746,24.73717,6.10128,0,0,0,12.12121,6.52316,0,13.54096,14.39885,11.89768,0,20.97902,6.10501,0,0,0,21.94587,0,13.18392,6.33312,18.72659,12.89491,19.10828,21.92982,43.50528,24.64572,0,0,0,0,14.14427,0,7.01754,6.82128,0,0,8.4317,8.09717,7.05716,0,6.84463,7.07214,0,0,13.18392,12.63424,6.73401,30.45067
"('finance',)",7.76096,11.65501,2.7137,0,8.64803,7.99574,5.4615,0,8.27586,10.63264,0,2.81057,5.46448,5.45108,2.67023,2.81136,2.82566,6.00962,11.53735,5.75043,5.78369,0,3.01023,3.05998,3.08928,3.14762,3.09693,3.18979,3.13283,0,6.48298,15.68381,9.68367,3.25839,0,0,6.97593,3.50631,3.77644,0,12.20008,12.90878,4.39947,19.65602,4.98753,0,4.8852,14.36094,0,0,4.78011,0,5.01756,5.10204,0,9.86193,4.87567,14.52785,0,10.16777,4.86381,0,9.42951,0,10.31992,0,0,15.22843,5.02008,14.74926,4.90196,0,10.71237,4.68604,0,9.99001,4.90196,0,10.17812,4.80077,14.81481,20.16129,0,5.07099,12.07729,0,12.01923,0,5.78035,0,11.24227,5.97015,0,0,6.14628,0,10.89325,5.88928,6.10874,0,17.86778,0,0,6.25,0,0,12.36858,0,0,0,0,0,0,0,6.77048,7.19942,0,0,13.98601,0,6.0423,0,5.93824,0,7.11744,6.59196,6.33312,0,6.44745,0,0,6.21504,0,0,19.49318,0,0,0,6.87758,0,0,0,0,8.4317,16.19433,0,0,13.68925,0,0,0,0,0,0,0
"('firm',)",15.52192,19.42502,13.56852,0,2.88268,5.33049,2.73075,11.14206,13.7931,7.97448,8.18107,11.24227,13.6612,5.45108,8.01068,11.24543,11.30263,12.01923,14.42169,17.25129,8.67553,8.57143,12.04094,6.11995,15.4464,12.59049,3.09693,0,9.3985,15.82278,3.24149,21.95734,6.45578,6.51678,0,6.71592,0,7.01262,0,15.96169,4.06669,8.60585,4.39947,4.914,9.97506,9.36768,4.8852,9.57396,9.9453,20.4499,9.56023,0,0,10.20408,5.10725,29.5858,19.50268,0,0,10.16777,19.45525,15.60062,9.42951,10.6553,10.31992,15.50388,0,30.45685,20.08032,9.83284,14.70588,5.04541,5.35619,4.68604,0,9.99001,9.80392,10.68947,20.35623,4.80077,4.93827,15.12097,5.11247,0,18.11594,22.90951,18.02885,5.8072,5.78035,0,5.62114,11.9403,18.30384,5.48847,6.14628,11.12347,0,17.66784,0,5.81395,0,6.09756,6.30517,0,10.86957,5.62746,0,6.10128,12.02646,12.77955,13.22751,12.12121,0,35.79952,6.77048,21.59827,5.94884,24.42002,13.98601,12.21001,6.0423,14.05481,5.93824,7.31529,0,0,6.33312,0,25.78981,6.36943,7.30994,24.86016,30.80715,0,6.49773,0,7.16846,14.14427,0,0,0,14.32665,0,0,8.09717,7.05716,0,6.84463,7.07214,0,6.32111,0,6.31712,6.73401,12.18027
"('offer',)",19.40241,31.08003,13.56852,0,0,5.33049,10.92299,2.78552,8.27586,13.2908,10.9081,2.81057,8.19672,10.90215,16.02136,11.24543,2.82566,15.02404,23.0747,8.62565,8.67553,8.57143,6.02047,9.17993,15.4464,22.03336,9.2908,9.56938,6.26566,12.65823,6.48298,12.54705,6.45578,0,10.31282,3.35796,6.97593,7.01262,7.55287,19.95211,4.06669,12.90878,8.79894,29.48403,4.98753,28.10304,0,0,4.97265,20.4499,28.68069,14.8662,15.05268,10.20408,15.32176,19.72387,4.87567,4.84262,10.0553,5.08388,9.72763,15.60062,14.14427,21.3106,15.47988,15.50388,15.51992,20.30457,10.04016,0,9.80392,0,16.06856,18.74414,9.82318,14.98501,19.60784,21.37894,0,0,19.75309,10.08065,10.22495,25.35497,6.03865,22.90951,6.00962,17.4216,5.78035,0,16.86341,17.91045,42.70897,5.48847,30.73141,22.24694,10.89325,0,18.32621,11.62791,5.95593,6.09756,18.91551,25,10.86957,0,18.55288,6.10128,12.02646,6.38978,0,24.24242,6.52316,23.86635,0,0,17.84652,6.10501,0,6.10501,12.08459,7.02741,5.93824,7.31529,14.23488,19.77587,0,18.72659,0,0,0,12.43008,0,7.08215,6.49773,6.90131,7.16846,0,13.75516,0,13.64256,14.32665,7.07714,0,8.09717,21.17149,7.58725,6.84463,7.07214,19.97337,18.96334,13.18392,18.95136,13.46801,6.09013
"('leave',)",19.40241,15.54002,8.14111,24.65753,5.76535,15.99147,10.92299,13.92758,19.31034,10.63264,8.18107,8.4317,5.46448,8.17661,13.35113,14.05679,8.47697,12.01923,14.42169,5.75043,8.67553,8.57143,6.02047,12.2399,12.35712,15.73812,18.5816,3.18979,15.66416,28.48101,22.69044,12.54705,32.27889,26.06712,17.18804,13.43183,13.95187,14.02525,22.65861,7.98085,16.26678,30.12048,0,4.914,9.97506,0,14.65559,14.36094,19.8906,5.11247,4.78011,14.8662,0,5.10204,0,9.86193,9.75134,4.84262,25.13826,10.16777,14.59144,10.40042,18.85903,5.32765,5.15996,5.16796,10.34661,5.07614,20.08032,0,0,10.09082,0,14.05811,14.73477,0,14.70588,10.68947,5.08906,19.20307,4.93827,10.08065,5.11247,0,0,5.72738,6.00962,5.8072,11.56069,12.2399,11.24227,17.91045,6.10128,16.46542,6.14628,11.12347,0,0,6.10874,0,0,6.09756,0,6.25,10.86957,5.62746,24.73717,6.10128,6.01323,6.38978,13.22751,12.12121,6.52316,0,13.54096,0,5.94884,0,13.98601,6.10501,6.0423,0,5.93824,7.31529,0,19.77587,0,6.2422,0,6.36943,0,6.21504,0,0,0,6.90131,0,0,0,7.01754,0,0,14.15428,8.4317,8.09717,0,0,0,7.07214,0,0,0,12.63424,13.46801,0
"('full',)",3.88048,7.77001,0,2.73973,2.88268,0,2.73075,0,0,0,5.45405,2.81057,0,5.45108,0,2.81136,5.65131,0,2.88434,8.62565,2.89184,5.71429,0,6.11995,0,6.29525,6.19387,3.18979,3.13283,3.16456,6.48298,3.13676,0,0,0,0,3.48797,0,3.77644,0,4.06669,4.30293,0,0,9.97506,0,4.8852,0,4.97265,0,4.78011,0,5.01756,0,0,0,9.75134,4.84262,0,0,0,0,0,5.32765,0,0,0,0,0,0,0,0,0,0,0,4.995,0,0,5.08906,4.80077,0,10.08065,0,0,6.03865,5.72738,6.00962,0,5.78035,0,11.24227,0,0,0,6.14628,0,0,0,0,0,0,0,0,0,0,0,6.18429,0,6.01323,0,0,0,0,5.96659,0,0,0,0,0,0,0,0,0,7.31529,14.23488,0,0,0,6.44745,0,0,6.21504,0,0,0,0,14.33692,0,0,0,6.82128,7.16332,14.15428,0,8.09717,0,0,0,0,0,12.64223,6.59196,0,0,0
"('surge',)",7.76096,11.65501,2.7137,5.47945,5.76535,5.33049,8.19224,13.92758,8.27586,7.97448,13.63512,5.62114,13.6612,16.35323,13.35113,8.43407,5.65131,0,11.53735,8.62565,5.78369,11.42857,9.0307,6.11995,6.17856,0,21.67854,6.37959,18.79699,12.65823,12.96596,3.13676,9.68367,6.51678,6.87521,13.43183,20.9278,3.50631,7.55287,15.96169,20.33347,8.60585,0,19.65602,4.98753,14.05152,4.8852,14.36094,4.97265,10.22495,4.78011,14.8662,10.03512,5.10204,5.10725,4.93097,29.25402,9.68523,10.0553,10.16777,9.72763,5.20021,4.71476,5.32765,15.47988,10.33592,10.34661,5.07614,10.04016,14.74926,9.80392,25.22704,10.71237,4.68604,4.91159,9.99001,19.60784,10.68947,5.08906,14.4023,19.75309,20.16129,5.11247,15.21298,6.03865,5.72738,18.02885,17.4216,5.78035,6.11995,5.62114,0,6.10128,16.46542,0,0,0,11.77856,0,0,5.95593,12.19512,18.91551,12.5,5.43478,0,0,6.10128,6.01323,0,13.22751,0,6.52316,5.96659,0,0,0,6.10501,6.99301,12.21001,6.0423,14.05481,0,14.63058,7.11744,13.18392,6.33312,6.2422,6.44745,0,0,0,6.16143,7.08215,25.9909,6.90131,14.33692,14.14427,6.87758,21.05263,0,14.32665,0,0,0,7.05716,0,13.68925,0,13.31558,12.64223,13.18392,0,6.73401,18.2704
"('strong',)",15.52192,7.77001,2.7137,0,5.76535,0,2.73075,16.71309,11.03448,10.63264,8.18107,2.81057,2.73224,8.17661,5.34045,2.81136,2.82566,24.03846,8.65301,5.75043,2.89184,5.71429,6.02047,3.05998,6.17856,9.44287,3.09693,12.75917,15.66416,3.16456,0,0,6.45578,6.51678,13.75043,13.43183,10.4639,10.51893,3.77644,11.97127,8.13339,0,0,4.914,4.98753,9.36768,14.65559,9.57396,14.91795,0,9.56023,14.8662,0,10.20408,5.10725,19.72387,9.75134,9.68523,5.02765,0,14.59144,10.40042,0,15.98295,5.15996,5.16796,5.17331,5.07614,10.04016,9.83284,14.70588,5.04541,10.71237,4.68604,4.91159,4.995,4.90196,5.34474,5.08906,9.60154,14.81481,20.16129,15.33742,20.28398,0,5.72738,18.02885,11.6144,11.56069,6.11995,0,17.91045,18.30384,10.97695,12.29256,0,16.33987,5.88928,12.21747,11.62791,5.95593,6.09756,6.30517,12.5,5.43478,5.62746,12.36858,12.20256,0,6.38978,26.45503,0,19.56947,5.96659,0,28.7977,5.94884,0,6.99301,0,6.0423,0,0,0,14.23488,6.59196,6.33312,0,0,0,0,12.43008,6.16143,0,0,0,7.16846,7.07214,0,21.05263,0,7.16332,0,8.4317,16.19433,14.11433,7.58725,20.53388,42.43281,26.63116,6.32111,39.55175,6.31712,33.67003,18.2704
"('ask',)",15.52192,15.54002,8.14111,2.73973,11.5307,2.66525,2.73075,5.57103,8.27586,2.65816,5.45405,5.62114,5.46448,2.72554,5.34045,8.43407,5.65131,9.01442,11.53735,25.87694,2.89184,5.71429,3.01023,9.17993,0,3.14762,6.19387,9.56938,9.3985,22.1519,12.96596,9.41029,9.68367,6.51678,0,3.35796,3.48797,14.02525,0,0,4.06669,0,4.39947,4.914,4.98753,0,0,0,4.97265,0,4.78011,0,5.01756,10.20408,0,9.86193,14.62701,0,0,5.08388,0,5.20021,0,10.6553,0,10.33592,10.34661,5.07614,5.02008,0,0,5.04541,16.06856,4.68604,4.91159,0,0,26.72368,5.08906,14.4023,0,0,0,0,0,11.45475,0,0,5.78035,6.11995,5.62114,5.97015,0,5.48847,6.14628,0,0,5.88928,12.21747,5.81395,5.95593,18.29268,0,6.25,0,5.62746,6.18429,6.10128,6.01323,6.38978,6.61376,6.06061,0,0,0,0,17.84652,0,0,0,0,0,5.93824,0,7.11744,6.59196,6.33312,24.96879,19.34236,0,21.92982,6.21504,12.32286,7.08215,0,0,0,0,6.87758,0,0,14.32665,0,8.4317,0,7.05716,0,0,0,0,0,0,0,6.73401,0
"('delay',)",3.88048,3.885,2.7137,2.73973,5.76535,15.99147,5.4615,5.57103,8.27586,15.94896,2.72702,8.4317,2.73224,0,0,2.81136,5.65131,0,0,2.87522,11.56738,2.85714,3.01023,0,6.17856,3.14762,3.09693,3.18979,0,0,3.24149,3.13676,0,0,3.43761,3.35796,0,3.50631,0,3.99042,0,4.30293,0,0,4.98753,0,0,0,4.97265,10.22495,0,4.9554,0,5.10204,0,0,0,0,0,10.16777,4.86381,10.40042,9.42951,0,5.15996,5.16796,0,5.07614,5.02008,4.91642,0,15.13623,10.71237,28.11621,9.82318,4.995,24.5098,0,0,24.00384,4.93827,10.08065,0,15.21298,12.07729,5.72738,6.00962,0,5.78035,12.2399,0,5.97015,0,0,0,0,0,5.88928,12.21747,0,0,0,6.30517,0,10.86957,5.62746,12.36858,6.10128,6.01323,0,0,0,0,0,0,0,5.94884,0,0,0,6.0423,0,0,0,0,0,0,0,0,6.36943,0,0,6.16143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31712,0,6.09013
"('case',)",15.52192,3.885,0,5.47945,2.88268,2.66525,21.84599,0,2.75862,10.63264,8.18107,2.81057,2.73224,2.72554,0,2.81136,5.65131,9.01442,2.88434,0,0,8.57143,3.01023,21.41983,3.08928,3.14762,3.09693,0,6.26566,6.32911,3.24149,0,9.68367,3.25839,0,10.07388,10.4639,3.50631,11.32931,7.98085,12.20008,0,13.19842,0,14.96259,9.36768,4.8852,14.36094,4.97265,10.22495,9.56023,9.9108,15.05268,5.10204,5.10725,0,4.87567,9.68523,10.0553,10.16777,14.59144,15.60062,4.71476,5.32765,15.47988,10.33592,10.34661,5.07614,5.02008,4.91642,9.80392,5.04541,0,4.68604,9.82318,9.99001,4.90196,5.34474,0,4.80077,0,15.12097,5.11247,0,24.15459,5.72738,24.03846,5.8072,5.78035,12.2399,5.62114,5.97015,0,5.48847,0,0,0,0,6.10874,5.81395,11.91185,18.29268,12.61034,6.25,5.43478,0,0,12.20256,12.02646,12.77955,0,6.06061,6.52316,5.96659,0,21.59827,11.89768,6.10501,13.98601,0,6.0423,7.02741,5.93824,7.31529,0,6.59196,6.33312,0,6.44745,6.36943,0,0,0,21.24646,19.49318,0,0,21.21641,0,0,0,7.16332,0,8.4317,8.09717,0,7.58725,13.68925,7.07214,0,0,0,0,0,0
"('jp',)",7.76096,7.77001,8.14111,2.73973,2.88268,2.66525,0,5.57103,8.27586,5.31632,10.9081,2.81057,5.46448,8.17661,5.34045,0,0,3.00481,0,8.62565,11.56738,8.57143,3.01023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97015,0,0,6.14628,0,0,0,0,0,0,6.09756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0423,0,0,0,0,0,0,0,0,0,7.30994,0,6.16143,7.08215,0,0,0,0,0,0,6.82128,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('morgan',)",11.64144,19.42502,21.70963,5.47945,8.64803,7.99574,2.73075,13.92758,16.55172,13.2908,13.63512,11.24227,5.46448,13.62769,5.34045,2.81136,2.82566,3.00481,2.88434,5.75043,11.56738,14.28571,9.0307,3.05998,0,0,0,0,3.13283,3.16456,0,3.13676,3.22789,0,6.87521,0,3.48797,0,3.77644,3.99042,16.26678,8.60585,4.39947,0,0,9.36768,9.7704,0,4.97265,5.11247,0,4.9554,5.01756,0,5.10725,4.93097,4.87567,4.84262,5.02765,5.08388,0,5.20021,0,5.32765,0,0,5.17331,5.07614,0,4.91642,0,0,0,4.68604,4.91159,0,0,0,5.08906,0,0,0,0,0,0,0,6.00962,0,11.56069,0,0,11.9403,0,0,6.14628,0,0,29.44641,6.10874,0,11.91185,6.09756,6.30517,0,10.86957,5.62746,12.36858,6.10128,12.02646,6.38978,13.22751,6.06061,6.52316,0,0,0,0,0,0,6.10501,0,0,11.87648,0,0,6.59196,6.33312,12.48439,12.89491,6.36943,21.92982,31.0752,12.32286,7.08215,12.99545,6.90131,7.16846,14.14427,0,0,6.82128,0,7.07714,0,0,0,0,0,0,0,0,0,12.63424,0,0
"('metal',)",7.76096,7.77001,0,2.73973,2.88268,0,0,2.78552,0,0,0,0,0,0,0,0,0,0,0,2.87522,5.78369,0,0,0,0,3.14762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98753,0,4.8852,0,0,0,4.78011,9.9108,0,0,0,0,0,9.68523,0,5.08388,0,5.20021,0,5.32765,0,0,0,0,0,4.91642,4.90196,10.09082,0,4.68604,0,0,4.90196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95593,0,18.91551,6.25,5.43478,0,0,6.10128,0,6.38978,0,0,0,0,6.77048,0,0,0,0,6.10501,6.0423,0,0,7.31529,0,0,6.33312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16332,0,0,0,0,7.58725,0,0,0,0,13.18392,0,0,0
"('criminal',)",3.88048,3.885,8.14111,0,0,0,0,8.35655,0,2.65816,0,0,0,0,0,8.43407,2.82566,0,0,0,0,0,3.01023,0,0,0,0,0,0,0,0,3.13676,0,0,3.43761,0,0,0,0,0,0,0,0,4.914,0,0,0,0,0,5.11247,0,0,0,5.10204,0,0,0,0,5.02765,0,0,0,0,5.32765,10.31992,5.16796,0,0,0,0,0,5.04541,0,0,0,0,4.90196,0,5.08906,0,0,0,0,0,0,0,0,0,17.34104,0,0,0,0,0,6.14628,0,0,0,0,0,0,0,0,0,0,0,6.18429,6.10128,0,0,0,0,0,0,6.77048,0,0,0,0,0,0,0,0,0,0,0,0,6.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('warren',)",42.68529,31.08003,5.42741,2.73973,8.64803,10.66098,16.38449,2.78552,8.27586,15.94896,0,5.62114,5.46448,0,2.67023,5.62272,0,9.01442,25.95904,5.75043,2.89184,14.28571,0,6.11995,3.08928,9.44287,9.2908,3.18979,3.13283,6.32911,22.69044,6.27353,9.68367,6.51678,0,3.35796,3.48797,0,7.55287,3.99042,0,4.30293,4.39947,0,0,0,0,0,4.97265,0,0,4.9554,0,0,5.10725,0,9.75134,4.84262,0,5.08388,0,5.20021,0,0,0,10.33592,5.17331,0,5.02008,4.91642,4.90196,0,0,0,4.91159,0,4.90196,0,10.17812,4.80077,0,0,0,5.07099,6.03865,5.72738,0,0,5.78035,0,28.10568,5.97015,0,5.48847,6.14628,0,16.33987,5.88928,0,11.62791,5.95593,0,6.30517,0,27.17391,11.25492,0,0,6.01323,0,13.22751,12.12121,0,0,33.8524,7.19942,11.89768,12.21001,27.97203,0,30.21148,0,11.87648,14.63058,21.35231,6.59196,31.66561,6.2422,32.23727,6.36943,14.61988,6.21504,0,28.32861,32.48863,27.60524,0,0,61.89821,0,20.46385,21.48997,0,16.86341,72.87449,21.17149,7.58725,13.68925,28.28854,0,6.32111,0,6.31712,0,0
"('medicare',)",11.64144,7.77001,5.42741,2.73973,14.41338,0,0,5.57103,5.51724,0,0,0,2.73224,2.72554,0,0,0,0,0,0,0,5.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39947,0,0,0,0,0,0,5.11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16796,0,10.15228,0,0,0,0,10.71237,0,0,0,0,0,0,0,0,10.08065,0,0,0,11.45475,6.00962,0,0,0,5.62114,0,0,0,0,0,0,0,6.10874,0,0,0,12.61034,0,0,0,0,0,6.01323,0,6.61376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09013
"('save',)",23.28289,19.42502,13.56852,24.65753,14.41338,10.66098,8.19224,19.49861,16.55172,15.94896,16.36215,16.86341,24.59016,13.62769,18.69159,14.05679,19.7796,18.02885,11.53735,2.87522,20.24291,11.42857,9.0307,9.17993,30.8928,15.73812,15.48467,19.13876,18.79699,9.49367,9.72447,31.36763,0,9.77517,6.87521,6.71592,17.43983,7.01262,15.10574,19.95211,8.13339,8.60585,4.39947,4.914,4.98753,9.36768,4.8852,4.78698,9.9453,20.4499,19.12046,0,20.07025,10.20408,5.10725,19.72387,4.87567,14.52785,15.08296,5.08388,9.72763,26.00104,9.42951,5.32765,20.63983,5.16796,5.17331,0,0,0,4.90196,20.18163,5.35619,4.68604,19.64637,24.97502,9.80392,16.03421,0,14.4023,14.81481,5.04032,5.11247,20.28398,6.03865,5.72738,12.01923,17.4216,11.56069,18.35985,33.72681,0,0,10.97695,6.14628,22.24694,0,5.88928,12.21747,11.62791,11.91185,0,6.30517,18.75,5.43478,11.25492,6.18429,0,6.01323,0,19.84127,12.12121,0,11.93317,13.54096,7.19942,0,18.31502,6.99301,18.31502,12.08459,14.05481,17.81473,0,0,0,31.66561,12.48439,19.34236,38.21656,14.61988,12.43008,12.32286,7.08215,6.49773,20.70393,14.33692,7.07214,6.87758,14.03509,0,28.6533,0,16.86341,0,7.05716,15.17451,20.53388,0,0,6.32111,0,12.63424,0,0
"('billion',)",38.80481,27.19503,16.28223,16.43836,31.70943,15.99147,43.69197,30.64067,33.10345,29.23977,8.18107,25.29511,27.3224,24.52984,37.38318,50.60444,28.25657,36.05769,25.95904,20.12651,28.91845,31.42857,45.15352,24.4798,30.8928,18.88574,21.67854,15.94896,21.92982,22.1519,38.89789,12.54705,25.82311,19.55034,20.62564,13.43183,6.97593,24.54418,18.88218,19.95211,20.33347,17.2117,13.19842,4.914,9.97506,4.68384,9.7704,14.36094,4.97265,20.4499,4.78011,4.9554,20.07025,10.20408,10.2145,9.86193,4.87567,19.37046,10.0553,25.41942,4.86381,26.00104,9.42951,26.63825,15.47988,10.33592,36.21314,45.68528,25.1004,34.41495,24.5098,15.13623,42.84949,28.11621,39.29273,24.97502,39.21569,16.03421,45.80153,38.40614,29.62963,35.28226,30.67485,20.28398,12.07729,0,12.01923,11.6144,0,12.2399,33.72681,11.9403,6.10128,10.97695,12.29256,11.12347,0,11.77856,18.32621,23.25581,0,24.39024,6.30517,12.5,21.73913,39.39223,6.18429,24.40513,30.06615,6.38978,13.22751,12.12121,26.09263,17.89976,0,21.59827,0,18.31502,0,18.31502,0,7.02741,0,7.31529,0,6.59196,12.66624,6.2422,6.44745,6.36943,7.30994,6.21504,12.32286,14.16431,12.99545,0,7.16846,7.07214,0,35.08772,13.64256,0,28.30856,8.4317,8.09717,7.05716,30.34901,47.91239,21.21641,13.31558,37.92668,6.59196,6.31712,40.40404,12.18027
