words,2019/11/1,2019/10/1,2019/9/1,2019/8/1,2019/7/1,2019/6/1,2019/5/1,2019/4/1,2019/3/1,2019/2/1,2019/1/1,2018/12/1,2018/11/1,2018/10/1,2018/9/1,2018/8/1,2018/7/1,2018/6/1,2018/5/1,2018/4/1,2018/3/1,2018/2/1,2018/1/1,2017/12/1,2017/11/1,2017/10/1,2017/9/1,2017/8/1,2017/7/1,2017/6/1,2017/5/1,2017/4/1,2017/3/1,2017/2/1,2017/1/1,2016/12/1,2016/11/1,2016/10/1,2016/9/1,2016/8/1,2016/7/1,2016/6/1,2016/5/1,2016/4/1,2016/3/1,2016/2/1,2016/1/1,2015/12/1,2015/11/1,2015/10/1,2015/9/1,2015/8/1,2015/7/1,2015/6/1,2015/5/1,2015/4/1,2015/3/1,2015/2/1,2015/1/1,2014/12/1,2014/11/1,2014/10/1,2014/9/1,2014/8/1,2014/7/1,2014/6/1,2014/5/1,2014/4/1,2014/3/1,2014/2/1,2014/1/1,2013/12/1,2013/11/1,2013/10/1,2013/9/1,2013/8/1,2013/7/1,2013/6/1,2013/5/1,2013/4/1,2013/3/1,2013/2/1,2013/1/1,2012/12/1,2012/11/1,2012/10/1,2012/9/1,2012/8/1,2012/7/1,2012/6/1,2012/5/1,2012/4/1,2012/3/1,2012/2/1,2012/1/1,2011/12/1,2011/11/1,2011/10/1,2011/9/1,2011/8/1,2011/7/1,2011/6/1,2011/5/1,2011/4/1,2011/3/1,2011/2/1,2011/1/1,2010/12/1,2010/11/1,2010/10/1,2010/9/1,2010/8/1,2010/7/1,2010/6/1,2010/5/1,2010/4/1,2010/3/1,2010/2/1,2010/1/1,2009/12/1,2009/11/1,2009/10/1,2009/9/1,2009/8/1,2009/7/1,2009/6/1,2009/5/1,2009/4/1,2009/3/1,2009/2/1,2009/1/1,2008/12/1,2008/11/1,2008/10/1,2008/9/1,2008/8/1,2008/7/1,2008/6/1,2008/5/1,2008/4/1,2008/3/1,2008/2/1,2008/1/1,2007/12/1,2007/11/1,2007/10/1,2007/9/1,2007/8/1,2007/7/1,2007/6/1,2007/5/1,2007/4/1,2007/3/1,2007/2/1,2007/1/1
"('mail',)",0,0,0,0,2.88268,0,0,0,0,0,0,0,0,5.45108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11247,0,0,0,5.10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02008,0,4.90196,0,0,4.68604,0,0,0,0,0,0,0,0,5.11247,0,0,0,0,0,0,0,0,5.97015,0,0,0,0,0,5.88928,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,7.19942,5.94884,6.10501,6.99301,12.21001,18.12689,21.08222,0,7.31529,14.23488,26.36783,18.99937,24.96879,19.34236,19.10828,14.61988,18.64512,18.48429,56.65722,25.9909,6.90131,14.33692,21.21641,27.51032,35.08772,27.28513,0,28.30856,33.72681,48.583,49.40014,37.93627,20.53388,0,0,0,0,6.31712,0,0
"('often',)",0,0,0,0,2.88268,0,0,0,0,0,2.72702,0,2.73224,0,2.67023,0,2.82566,0,0,0,0,0,0,0,0,0,0,0,3.13283,3.16456,0,0,0,0,0,3.35796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02765,0,0,0,0,0,0,0,0,5.07614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36858,0,6.01323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01754,0,7.16332,0,0,0,0,0,0,0,0,0,0,0,0,0
"('table',)",0,0,0,0,2.88268,0,0,0,0,0,2.72702,0,0,0,0,2.81136,2.82566,0,0,0,0,0,3.01023,0,3.08928,0,0,0,3.13283,3.16456,0,3.13676,0,0,0,0,3.48797,0,3.77644,0,0,0,0,0,4.98753,0,0,0,0,5.11247,0,0,10.03512,0,5.10725,0,4.87567,4.84262,0,0,0,0,4.71476,0,0,5.16796,5.17331,0,0,4.91642,0,0,0,0,4.91159,9.99001,0,5.34474,0,0,0,0,0,0,0,0,0,0,5.78035,0,0,0,0,0,0,0,0,0,0,0,5.95593,0,0,0,0,0,0,6.10128,0,0,6.61376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05716,0,0,0,0,0,0,0,0,0
"('immigrants',)",0,0,0,0,2.88268,2.66525,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87522,0,2.85714,3.01023,0,0,0,3.09693,3.18979,0,0,0,6.27353,0,3.25839,3.43761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.59196,0,0,0
"('haunt',)",0,0,0,0,2.88268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14762,0,0,0,0,0,0,0,0,0,0,0,0,3.77644,0,0,0,0,0,0,0,0,0,4.97265,0,0,0,0,5.10204,0,0,0,0,0,5.08388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11247,0,0,0,6.00962,5.8072,0,0,0,5.97015,0,0,0,0,0,0,0,0,0,6.09756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84463,0,0,0,0,0,0,0
"('dems',)",0,0,0,0,2.88268,0,0,0,0,0,0,0,2.73224,0,0,0,0,3.00481,0,0,0,0,0,0,0,0,0,0,0,0,3.24149,0,0,0,0,3.35796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84262,0,0,0,0,0,0,0,0,5.17331,0,0,0,0,0,5.35619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38978,6.61376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16143,0,0,6.90131,0,7.07214,0,7.01754,0,7.16332,0,0,0,0,0,0,0,0,0,0,0,0,6.09013
"('truce',)",0,0,0,0,2.88268,0,0,0,2.75862,0,0,0,0,0,0,0,0,0,0,0,2.89184,2.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84262,0,0,0,0,0,26.63825,5.15996,0,0,5.07614,0,4.91642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('bid',)",0,0,0,0,5.76535,2.66525,0,5.57103,5.51724,7.97448,5.45405,2.81057,0,0,0,5.62272,0,6.00962,5.76868,11.50086,2.89184,0,3.01023,6.11995,3.08928,6.29525,3.09693,3.18979,0,0,9.72447,18.82058,3.22789,6.51678,6.87521,0,3.48797,3.50631,3.77644,3.99042,8.13339,4.30293,17.59789,4.914,4.98753,4.68384,0,9.57396,0,5.11247,4.78011,4.9554,0,5.10204,5.10725,14.7929,9.75134,4.84262,0,0,0,5.20021,9.42951,0,0,10.33592,10.34661,0,0,4.91642,9.80392,5.04541,0,14.05811,0,9.99001,0,0,5.08906,9.60154,4.93827,0,5.11247,5.07099,0,0,6.00962,0,0,0,0,11.9403,0,5.48847,0,0,16.33987,5.88928,0,5.81395,0,12.19512,25.22068,18.75,5.43478,0,0,6.10128,12.02646,6.38978,6.61376,12.12121,6.52316,0,0,0,5.94884,12.21001,6.99301,0,0,0,0,0,0,0,6.33312,6.2422,0,0,7.30994,0,0,7.08215,0,0,0,7.07214,6.87758,0,13.64256,7.16332,0,8.4317,8.09717,0,0,6.84463,28.28854,19.97337,31.60556,32.95979,18.95136,40.40404,6.09013
"('inflation',)",0,0,0,0,8.64803,7.99574,0,5.57103,5.51724,0,2.72702,0,0,8.17661,0,0,0,0,17.30603,0,2.89184,14.28571,3.01023,3.05998,0,3.14762,15.48467,6.37959,9.3985,3.16456,3.24149,0,9.68367,6.51678,3.43761,0,3.48797,10.51893,0,0,8.13339,4.30293,8.79894,4.914,29.92519,9.36768,4.8852,9.57396,4.97265,10.22495,14.34034,0,10.03512,5.10204,15.32176,0,4.87567,14.52785,5.02765,5.08388,24.31907,5.20021,9.42951,5.32765,5.15996,20.67183,15.51992,0,20.08032,0,4.90196,0,10.71237,14.05811,4.91159,9.99001,0,10.68947,20.35623,9.60154,4.93827,10.08065,20.4499,15.21298,0,0,6.00962,5.8072,5.78035,0,0,5.97015,12.20256,10.97695,6.14628,0,10.89325,5.88928,6.10874,5.81395,5.95593,18.29268,18.91551,62.5,10.86957,39.39223,24.73717,0,6.01323,25.55911,0,6.06061,6.52316,0,0,0,5.94884,0,0,12.21001,6.0423,0,0,0,7.11744,13.18392,0,0,6.44745,6.36943,0,0,0,0,0,13.80262,14.33692,42.43281,13.75516,0,6.82128,7.16332,7.07714,25.29511,0,0,0,0,0,33.28895,31.60556,19.77587,0,33.67003,24.36054
"('search',)",0,0,0,0,5.76535,2.66525,0,5.57103,2.75862,2.65816,0,0,2.73224,2.72554,5.34045,2.81136,0,3.00481,0,2.87522,11.56738,2.85714,0,0,0,3.14762,3.09693,6.37959,0,0,6.48298,3.13676,0,6.51678,3.43761,0,0,0,0,0,0,4.30293,0,0,4.98753,0,0,9.57396,9.9453,10.22495,0,0,0,5.10204,5.10725,14.7929,0,0,15.08296,10.16777,0,0,0,0,0,0,0,10.15228,20.08032,4.91642,0,0,0,0,4.91159,0,0,0,0,0,4.93827,5.04032,10.22495,0,6.03865,0,6.00962,5.8072,0,0,16.86341,0,6.10128,0,12.29256,11.12347,5.44662,5.88928,0,0,5.95593,0,0,0,5.43478,5.62746,0,0,6.01323,0,13.22751,0,0,0,20.31144,0,5.94884,6.10501,0,0,6.0423,21.08222,0,21.94587,7.11744,6.59196,6.33312,0,12.89491,12.73885,7.30994,6.21504,0,0,0,6.90131,0,7.07214,20.63274,0,0,21.48997,0,0,0,0,0,0,0,13.31558,0,6.59196,0,6.73401,0
"('mantra',)",0,0,0,0,2.88268,0,0,0,0,0,0,0,0,0,2.67023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87567,0,0,0,0,0,0,0,0,0,5.17331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36943,0,0,0,0,0,0,0,7.07214,0,0,0,0,0,0,0,0,0,0,0,6.65779,0,6.59196,0,0,0
"('lowest',)",0,0,0,0,5.76535,5.33049,0,2.78552,2.75862,0,2.72702,2.81057,5.46448,8.17661,0,2.81136,0,0,0,2.87522,5.78369,0,6.02047,3.05998,6.17856,6.29525,0,6.37959,9.3985,0,0,0,3.22789,0,3.43761,3.35796,0,0,3.77644,0,0,0,4.39947,4.914,0,4.68384,0,0,0,0,4.78011,4.9554,0,0,5.10725,0,4.87567,4.84262,5.02765,10.16777,9.72763,5.20021,4.71476,5.32765,0,0,0,5.07614,0,0,0,10.09082,0,0,0,4.995,0,0,0,4.80077,0,0,0,5.07099,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77856,0,0,5.95593,0,0,0,0,0,0,0,0,6.38978,0,0,0,0,0,0,0,0,6.99301,0,0,0,0,0,0,0,0,0,6.44745,0,0,0,0,0,0,0,0,7.07214,0,7.01754,0,7.16332,0,0,0,0,7.58725,0,7.07214,0,0,0,0,0,12.18027
"('relations',)",0,0,0,0,2.88268,0,0,0,2.75862,0,2.72702,0,0,2.72554,0,0,0,0,0,0,8.67553,0,0,0,3.08928,0,0,0,0,0,0,3.13676,3.22789,3.25839,0,0,0,0,0,0,0,0,0,0,4.98753,0,0,0,0,0,0,0,0,0,5.10725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91642,0,0,0,9.37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30517,0,0,0,6.18429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('unleash',)",0,0,0,0,2.88268,0,0,0,0,0,2.72702,0,0,2.72554,0,2.81136,0,0,0,5.75043,0,0,0,3.05998,0,0,0,0,0,0,0,0,3.22789,0,0,0,0,0,0,0,4.06669,0,0,0,0,4.68384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07614,0,0,0,0,0,0,0,4.995,0,0,0,0,0,0,0,5.07099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('throw',)",0,0,0,0,2.88268,0,0,0,0,2.65816,0,2.81057,2.73224,0,0,0,2.82566,0,2.88434,0,2.89184,0,0,6.11995,3.08928,0,0,0,0,3.16456,3.24149,3.13676,0,3.25839,0,0,3.48797,0,0,0,0,0,0,0,0,0,0,4.78698,4.97265,0,0,0,0,0,0,0,9.75134,0,0,5.08388,0,0,0,5.32765,0,0,0,0,0,0,0,5.04541,5.35619,4.68604,0,4.995,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11995,0,5.97015,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.10128,0,6.38978,0,0,0,0,0,0,0,0,6.99301,0,0,0,0,0,0,0,6.33312,0,0,0,0,0,0,0,0,0,7.16846,7.07214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73401,0
"('regulatory',)",0,0,0,0,5.76535,2.66525,0,2.78552,0,0,0,0,0,5.45108,0,0,0,0,0,2.87522,0,0,0,0,0,0,0,0,3.13283,0,3.24149,3.13676,3.22789,0,0,0,0,3.50631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35619,0,0,0,0,5.34474,0,0,0,0,0,0,0,0,6.00962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,6.52316,0,0,0,5.94884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('penalty',)",0,0,0,0,2.88268,0,0,0,0,0,0,0,0,0,2.67023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87567,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90196,0,0,0,0,0,0,0,0,4.80077,0,0,0,0,0,0,0,5.8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('cctv',)",0,0,0,0,5.76535,5.33049,0,0,0,0,2.72702,0,0,0,2.67023,2.81136,0,0,0,2.87522,0,0,0,0,6.17856,0,0,0,3.13283,0,0,3.13676,0,3.25839,0,0,0,3.50631,3.77644,3.99042,0,0,0,4.914,0,9.36768,0,4.78698,0,0,4.78011,0,0,5.10204,0,4.93097,0,0,0,5.08388,4.86381,5.20021,4.71476,0,0,0,0,0,0,0,0,5.04541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('technician',)",0,0,0,0,5.76535,0,0,5.57103,0,2.65816,2.72702,2.81057,8.19672,8.17661,5.34045,11.24543,2.82566,3.00481,2.88434,2.87522,2.89184,0,3.01023,0,0,0,0,0,3.13283,3.16456,0,0,0,0,3.43761,0,3.48797,0,0,3.99042,0,0,0,0,0,0,9.7704,4.78698,0,0,4.78011,4.9554,5.01756,0,0,4.93097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('reject',)",0,0,0,0,2.88268,2.66525,2.73075,0,0,0,0,8.4317,0,2.72554,0,0,0,6.00962,0,5.75043,5.78369,0,3.01023,3.05998,0,0,0,0,0,0,0,0,6.45578,3.25839,6.87521,0,6.97593,0,0,0,4.06669,4.30293,8.79894,0,0,4.68384,0,0,4.97265,5.11247,9.56023,4.9554,5.01756,10.20408,10.2145,0,4.87567,4.84262,0,0,0,5.20021,14.14427,0,5.15996,5.16796,0,0,0,9.83284,4.90196,10.09082,16.06856,9.37207,0,4.995,0,0,10.17812,0,0,5.04032,5.11247,0,0,0,0,0,0,0,5.62114,0,0,0,0,11.12347,0,0,0,0,5.95593,0,6.30517,0,5.43478,0,0,0,0,0,0,0,0,0,0,0,5.94884,6.10501,0,0,12.08459,0,0,0,0,0,0,6.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16332,0,0,0,0,0,0,0,0,6.32111,6.59196,0,0,0
"('wipe',)",0,0,0,0,2.88268,0,0,0,0,0,2.72702,0,0,0,2.67023,0,0,0,2.88434,0,2.89184,0,3.01023,0,0,6.29525,0,0,3.13283,0,3.24149,0,0,0,0,0,0,0,3.77644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33312,0,0,0,0,0,0,0,6.49773,0,0,0,0,0,0,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('dish',)",0,0,0,0,2.88268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37959,3.13283,0,0,0,0,0,0,3.35796,0,0,0,0,0,0,4.39947,4.914,0,0,0,0,0,0,0,0,0,0,0,0,4.87567,0,0,5.08388,4.86381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.16846,0,0,0,0,0,0,0,0,0,0,6.84463,0,0,0,0,0,0,0
"('pending',)",0,0,0,0,2.88268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78698,0,0,0,0,0,0,0,0,4.87567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.90131,0,0,0,0,0,0,7.07714,0,0,0,0,0,0,0,0,0,0,0,0
"('havent',)",0,0,0,0,5.76535,2.66525,2.73075,2.78552,2.75862,0,5.45405,0,0,2.72554,0,0,0,0,0,0,0,2.85714,0,0,0,0,0,3.18979,3.13283,3.16456,3.24149,0,0,0,0,3.35796,3.48797,0,7.55287,0,0,0,0,4.914,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62746,0,0,0,0,0,0,0,0,0,0,0,6.10501,0,0,0,0,0,0,7.11744,0,0,0,0,0,7.30994,0,0,7.08215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('anheuserbusch',)",0,0,0,0,2.88268,0,2.73075,0,5.51724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30293,0,0,0,0,0,0,0,0,4.78011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('nordstrom',)",0,0,0,0,5.76535,0,0,0,0,0,5.45405,0,0,0,0,5.62272,0,0,0,0,5.78369,0,0,0,3.08928,0,0,0,0,0,0,0,0,0,3.43761,0,0,0,0,0,0,0,4.39947,0,0,0,0,0,0,0,0,4.9554,0,0,0,0,0,0,0,0,0,0,0,5.32765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03865,0,0,0,5.78035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06061,0,5.96659,0,0,0,0,0,0,0,0,0,7.31529,0,0,6.33312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.19433,0,0,0,0,0,0,0,0,0,0
"('incentives',)",0,0,0,0,2.88268,2.66525,2.73075,0,0,0,0,0,0,0,0,0,0,0,2.88434,0,0,0,0,0,0,0,3.09693,3.18979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09756,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('ross',)",0,0,0,0,5.76535,2.66525,0,2.78552,0,0,2.72702,0,0,0,0,2.81136,5.65131,3.00481,2.88434,2.87522,5.78369,0,3.01023,0,3.08928,0,3.09693,0,0,3.16456,0,0,12.91156,0,3.43761,0,3.48797,0,0,7.98085,0,0,4.39947,0,0,0,0,0,0,0,0,0,5.01756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.08065,0,0,0,5.72738,6.00962,0,0,6.11995,5.62114,0,0,0,0,0,0,0,0,5.81395,0,6.09756,0,0,0,0,0,0,0,0,0,0,0,0,6.77048,0,0,0,6.99301,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('flag',)",0,0,0,0,5.76535,0,0,0,0,0,0,2.81057,2.73224,0,0,0,2.82566,0,0,0,2.89184,5.71429,0,0,3.08928,3.14762,0,0,3.13283,0,0,3.13676,0,3.25839,0,3.35796,0,0,3.77644,0,4.06669,0,0,0,4.98753,4.68384,0,0,0,0,9.56023,0,0,0,0,0,0,4.84262,10.0553,5.08388,0,0,0,0,5.15996,0,5.17331,5.07614,5.02008,0,0,0,0,9.37207,0,0,4.90196,0,0,0,0,5.04032,0,0,0,0,0,5.8072,0,0,0,0,0,0,0,0,0,0,6.10874,0,5.95593,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21504,0,0,0,0,0,0,0,7.01754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('cap',)",0,0,0,0,2.88268,2.66525,2.73075,2.78552,0,7.97448,2.72702,0,8.19672,0,0,2.81136,0,3.00481,2.88434,2.87522,2.89184,0,0,0,0,0,0,0,3.13283,3.16456,0,3.13676,0,0,0,0,0,0,0,3.99042,4.06669,0,4.39947,9.82801,0,0,0,0,4.97265,0,0,4.9554,15.05268,5.10204,0,4.93097,0,0,5.02765,5.08388,0,0,4.71476,0,5.15996,0,5.17331,0,0,4.91642,0,5.04541,0,4.68604,4.91159,0,0,0,5.08906,0,0,0,5.11247,5.07099,0,5.72738,6.00962,5.8072,0,0,0,5.97015,0,5.48847,12.29256,0,0,5.88928,6.10874,0,11.91185,0,6.30517,0,5.43478,0,0,6.10128,0,0,0,0,0,5.96659,0,0,11.89768,0,0,12.21001,0,7.02741,5.93824,7.31529,14.23488,0,6.33312,0,0,6.36943,7.30994,6.21504,0,7.08215,6.49773,13.80262,7.16846,7.07214,6.87758,14.03509,13.64256,0,14.15428,0,0,7.05716,7.58725,0,0,0,0,6.59196,0,0,12.18027
"('digits',)",0,0,0,0,5.76535,0,0,0,0,2.65816,0,0,0,0,0,5.62272,2.82566,0,2.88434,0,0,5.71429,0,0,0,0,0,0,3.13283,0,0,0,3.22789,0,0,0,0,0,0,3.99042,0,0,0,0,0,0,0,0,0,0,9.56023,0,5.01756,0,0,0,0,0,0,0,4.86381,0,0,0,0,0,0,0,0,4.91642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"('determine',)",0,0,0,0,2.88268,0,0,0,0,0,0,2.81057,0,0,0,0,0,3.00481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87521,0,0,0,0,0,0,0,0,0,0,0,0,4.78698,0,10.22495,0,0,0,0,0,0,4.87567,0,0,0,4.86381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48847,0,11.12347,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38978,0,0,0,0,6.77048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01754,0,0,0,0,0,0,0,6.84463,0,0,0,0,0,0,0
